cas,smiles
7681-11-0,[K+].[I-]
7681-52-9,[O-]Cl.[Na+]
7681-57-4,[O-]S(=O)S(=O)(=O)[O-].[Na+].[Na+]
7681-65-4,[Cu+].[I-]
7681-82-5,[Na+].[I-]
7682-18-0,Cl.O=C(OC)C(N)CC
7688-25-7,C=1C=CC(=CC1)P(C=2C=CC=CC2)CCCCP(C=3C=CC=CC3)C=4C=CC=CC4
7693-46-1,O=C(Cl)OC1=CC=C(C=C1)N(=O)=O
7697-37-2,O=N(=O)O
7699-45-8,[Zn+2].[Br-].[Br-]
7704-34-9,[S]
7705-08-0,Cl[Fe](Cl)Cl
7718-54-9,Cl[Ni]Cl
7719-09-7,O=S(Cl)Cl
7720-83-4,[Ti](I)(I)(I)I
7722-64-7,[O-][Mn](=O)(=O)=O.[K+]
7722-84-1,OO
7723-14-0,[P]
7726-95-6,BrBr
7727-15-3,[Al](Br)(Br)Br
7727-21-1,[O-]S(=O)(=O)OOS(=O)(=O)[O-].[K+].[K+]
7757-82-6,[O-]S(=O)(=O)[O-].[Na+].[Na+]
7757-83-7,[O-]S(=O)[O-].[Na+].[Na+]
7758-19-2,[O-]Cl=O.[Na+]
7758-89-6,Cl[Cu]
7758-94-3,Cl[Fe]Cl
7761-88-8,[N+](=O)([O-])[O-].[Ag+]
7764-95-6,O=C(OC(C)(C)C)NC(C(=O)O)C
7772-98-7,[O-]S(=O)(=S)[O-].[Na+].[Na+]
7772-99-8,Cl[Sn]Cl
7774-74-5,SC=1SC=CC1
7775-14-6,[O-]S(=O)S(=O)[O-].[Na+].[Na+]
7775-41-9,[F-].[Ag+]
7778-53-2,[O-]P(=O)([O-])[O-].[K+].[K+].[K+]
7778-54-3,[O-]Cl.[O-]Cl.[Ca+2]
7778-77-0,OP(=O)(O)[O-].[K+]
7782-24-3,O=C(O)C(C=1C=CC=CC1)C
7782-26-5,O=C(O)C(C=1C=CC=CC1)C
7782-49-2,[Se]
7782-61-8,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].O.O.O.O.O.O.O.O.O.[Fe+3]
7783-49-5,F[Zn]F
7785-26-4,C1=C(C)C2CC(C1)C2(C)C
7786-30-3,[Mg+2].[Cl-].[Cl-]
7787-60-2,Cl[Bi](Cl)Cl
7787-70-4,[Cu]Br
7789-20-0,O
7789-28-8,F[Fe]F
7789-29-9,
7789-38-0,[O-]Br(=O)=O.[Na+]
7789-43-7,[Co](Br)Br
7789-45-9,[Cu](Br)Br
7789-46-0,[Fe+2].[Br-].[Br-]
7789-48-2,[Mg+2].[Br-].[Br-]
7789-60-8,BrP(Br)Br
7789-78-8,[CaH2]
7790-28-5,[O-]I(=O)(=O)=O.[Na+]
7790-99-0,ClI
7791-03-9,[Li+].[O-]Cl(=O)(=O)=O
7791-11-9,[Cl-].[Rb+]
7791-13-1,O.O.O.O.O.O.[Cl-].[Cl-].[Co+2]
7791-20-0,O.O.O.O.O.O.[Cl-].[Cl-].[Ni+2]
7791-25-5,O=S(=O)(Cl)Cl
7803-57-8,O.NN
8006-28-8,
8015-34-3,OC[C@H]([C@H]([C@H]([C@H]1O)O)O)O[C@H]1OC2=CC=C(C=C2)C=O
8017-16-1,
8042-47-5,
9003-53-6,C=CC=1C=CC=CC1
10022-70-5,O.O.O.O.O.[O-]Cl.[Na+]
10025-69-1,O.Cl[Sn]Cl
10025-77-1,O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Fe+3]
10025-78-2,Cl[SiH](Cl)Cl
10025-82-8,Cl[In](Cl)Cl
10025-83-9,Cl[Ir](Cl)Cl
10025-87-3,O=P(Cl)(Cl)Cl
10025-99-7,[K+].[Cl-][Pt+2]([Cl-])([Cl-])[Cl-]
10026-11-6,Cl[Zr](Cl)(Cl)Cl
10026-13-8,ClP(Cl)(Cl)(Cl)Cl
10026-22-9,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].O.O.O.O.O.O.[Co+2]
10028-18-9,F[Ni]F
10034-81-8,[O-]Cl(=O)(=O)=O.[O-]Cl(=O)(=O)=O.[Mg+2]
10034-85-2,I
10035-06-0,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].O.O.O.O.O.[Bi+3]
10035-10-6,Br
10039-32-4,O.O.O.O.O.O.O.O.O.O.O.O.OP(=O)([O-])[O-].[Na+].[Na+]
10043-35-3,OB(O)O
10043-52-4,[Cl-].[Cl-].[Ca+2]
10049-05-5,Cl[Cr]Cl
10050-08-5,CC1=CC=CC=C1[Bi](C2=CC=CC=C2C)C3=CC=CC=C3C
10060-12-5,Cl[Cr](Cl)Cl.O
10075-50-0,BrC=1C=CC=2NC=CC2C1
10102-05-3,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Pd+2]
10102-17-7,O.O.O.O.O.[O-]S(=O)(=S)[O-].[Na+].[Na+]
10139-47-6,[Zn](I)I
10160-87-9,C#CC(OCC)OCC
10167-97-2,COC1=CN=C(C=C1)N
10196-18-6,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].O.O.O.O.O.O.[Zn+2]
10210-68-1,O#C[Co+2]12(C#O)(C#O)[C-2](=O)[Co+2]2(C#O)(C#O)(C#O)[C-2]1=O
10226-30-9,O=C(C)CCCCCl
10236-47-2,O=C1C2=C(O)C=C(OC3OC(CO)C(O)C(O)C3OC4OC(C)C(O)C(O)C4O)C=C2OC(C5=CC=C(O)C=C5)C1
10272-07-8,O(C=1C=C(OC)C=C(N)C1)C
10294-33-4,BrB(Br)Br
10294-34-5,ClB(Cl)Cl
10344-69-1,Cl.N=C(OCC)CC(=N)OCC
10365-94-3,N#CC=1C=C(C#N)C=C(C#N)C1
10377-51-2,[Li+].[I-]
10377-58-9,[Mg+2].[I-].[I-]
10387-40-3,CC(=O)[S-].[K+]
10420-89-0,NC(C1=CC=CC=2C=CC=CC21)C
10450-60-9,O=I(O)(O)(O)(O)O
10465-81-3,C1CCN(CC1)C(=O)N=NC(=O)N2CCCCC2
10472-24-9,O=C(OC)C1C(=O)CCC1
10485-09-3,C1C2=CC=CC=C2C=C1Br
10488-87-6,CCOC(=O)C(C)C(=O)C1=CC=CC=C1
10534-59-5,O=C([O-])C.CCCC[N+](CCCC)(CCCC)CCCC
10601-19-1,O=CC1=CNC=2C=CC(OC)=CC12
12007-01-1,
12012-95-2,[Cl-]1[Pd+2]23([Cl-][Pd+2]145[CH2]=[CH]5[CH2-]4)[CH2]=[CH]3[CH2-]2
12027-06-4,I[NH4]
12054-48-7,[OH-].[OH-].[Ni+2]
12125-02-9,Cl[NH4]
12135-22-7,[OH-].[OH-].[Pd+2]
12354-85-7,[Cl-][Rh+3]12345([Cl-][Rh+3]6789([Cl-])([Cl-]1)C=%10(C)C9(C)=C8(C)[C-]7(C)C%106C)C=%11(C)C5(C)=C4(C)[C-]3(C)C%112C
13029-09-9,BrC=1C=CC=CC1C=2C=CC=CC2Br
13031-43-1,O=C(OC1=CC=C(C=C1)C(=O)C)C
13033-84-6,Cl.O=C(OC)C(N)CC=1C=CC=CC1
13073-29-5,CC1=C(C(=CC=C1)[N+](=O)[O-])O
13081-32-8,CC(C)CC(C(=O)OC(C)(C)C)N.Cl
13134-31-1,C1=CN=C(C(=N1)N)N
13139-14-5,O=C(OC(C)(C)C)NC(C(=O)O)CC1=CNC=2C=CC=CC21
13139-15-6,O=C(OC(C)(C)C)NC(C(=O)O)CC(C)C
13139-16-7,O=C(OC(C)(C)C)NC(C(=O)O)C(C)CC
13154-24-0,Cl[Si](C(C)C)(C(C)C)C(C)C
13292-87-0,[H-][B+3]([H-])([H-])[S](C)C
13311-45-0,CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC.CCCC[N+](CCCC)(CCCC)CCCC.[I-].[I-].[I-]
13329-40-3,O=C(C1=CC=C(I)C=C1)C
13331-23-2,B(C1=CC=CO1)(O)O
13374-30-6,C1CCC(C(C1)N)O.Cl
13395-16-9,O1=C([CH-]C(=O[Cu+2]12O=C([CH-]C(=O2)C)C)C)C
13404-22-3,Cl.O=C(OC(C)(C)C)C(N)C
13410-01-0,[O-][Se](=O)(=O)[O-].[Na+].[Na+]
13433-00-6,Cl.O=C(OCC)C(N)C(=O)OCC
13450-90-3,Cl[Ga](Cl)Cl
13453-07-1,Cl[Au](Cl)Cl
13462-88-9,Br[Ni]Br
13466-41-6,CC1=CC(=O)NC=C1
13472-35-0,O.O.OP(=O)(O)[O-].[Na+]
13476-99-8,O1=C([CH-]C(=O[V+3]123(O=C([CH-]C(=O2)C)C)O=C([CH-]C(=O3)C)C)C)C
13478-00-7,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].O.O.O.O.O.O.[Ni+2]
13478-33-6,[O-]Cl(=O)(=O)=O.[O-]Cl(=O)(=O)=O.[Co]
13494-80-9,[Te]
13517-10-7,IB(I)I
13518-40-6,CC(C)C(C(=O)OC(C)(C)C)N.Cl
13520-61-1,O.O.O.O.O.O.[O-]Cl(=O)(=O)=O.[O-]Cl(=O)(=O)=O.[Ni+2]
13534-99-1,BrC1=CC=CN=C1N
13569-65-8,O.O.O.Cl[Rh](Cl)Cl
13600-98-1,[Na+].O=[N-](=O)[Co+3]([N-](=O)=O)([N-](=O)=O)([N-](=O)=O)([N-](=O)=O)[N-](=O)=O
13716-10-4,ClP(C(C)(C)C)C(C)(C)C
13726-84-6,O=C(OC(C)(C)C)NC(C(=O)O)CCC(=O)OC(C)(C)C
13726-85-7,O=C(OC(C)(C)C)NC(C(=O)O)CCC(=O)N
13734-34-4,O=C(OC(C)(C)C)NC(C(=O)O)CC=1C=CC=CC1
13734-41-3,O=C(OC(C)(C)C)NC(C(=O)O)C(C)C
13746-66-2,[K+].N#[C-][Fe+3]([C-]#N)([C-]#N)([C-]#N)([C-]#N)[C-]#N
13755-29-8,[Na+].[F-][B+3]([F-])([F-])[F-]
13770-18-8,[O-]Cl(=O)(=O)=O.[O-]Cl(=O)(=O)=O.[Cu+2]
13811-71-7,O=C(OCC)C(O)C(O)C(=O)OCC
13813-19-9,O=S(=O)(O)O
13826-83-0,[F-][B+3]([F-])([F-])[F-].[NH4+]
13826-86-3,O=N[O+].[F-][B+3]([F-])([F-])[F-]
13922-41-3,OB(O)C1=CC=CC=2C=CC=CC21
13965-03-2,[Cl-][Pd+2]([Cl-])([P](C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3)[P](C=4C=CC=CC4)(C=5C=CC=CC5)C=6C=CC=CC6
14024-18-1,O1=C([CH-]C(=O[Fe+3]123(O=C([CH-]C(=O2)C)C)O=C([CH-]C(=O3)C)C)C)C
14024-48-7,O1=C([CH-]C(=O[Co+2]12O=C([CH-]C(=O2)C)C)C)C
14044-65-6,[H-][B+3]([H-])([H-])O1CCCC1
14104-20-2,[Ag+].[F-][B+3]([F-])([F-])[F-]
14191-95-8,N#CCC1=CC=C(O)C=C1
14204-27-4,C1=CC=C(C=C1)SN2C(=O)C3=CC=CC=C3C2=O
14220-64-5,[Cl-][Pd+2]([Cl-])([N]#CC=1C=CC=CC1)[N]#CC=2C=CC=CC2
14221-01-3,C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)P(C2=CC=CC=C2)C3=CC=CC=C3.[Pd]
14235-81-5,C#CC1=CC=C(N)C=C1
14264-16-5,[Cl-][Ni+2]([Cl-])([P](C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3)[P](C=4C=CC=CC4)(C=5C=CC=CC5)C=6C=CC=CC6
14283-07-9,[Li+].[F-][B+3]([F-])([F-])[F-]
14316-06-4,Cl.O=C(OC)C(N)C
14369-81-4,CCOC(=O)C=C=C
14371-10-9,O=CC=CC=1C=CC=CC1
14457-87-5,Br[Ce](Br)Br
14533-84-7,C1(=C(C(=C(C(=C1F)F)F)F)F)OC(=O)C(F)(F)F
14592-56-4,[Cl-][Pd+2]([Cl-])([N]#CC)[N]#CC
14630-40-1,C(#C[Si](C)(C)C)[Si](C)(C)C
14647-23-5,[Cl-][Ni+2]1([Cl-])[P](C=2C=CC=CC2)(C=3C=CC=CC3)CC[P]1(C=4C=CC=CC4)C=5C=CC=CC5
14687-15-1,CC1C(C(C(C(O1)OC)O)O)O
14692-29-6,C(=O)(C)O[Sr]OC(=O)C
14694-95-2,[Cl-][Rh+]([P](C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3)([P](C=4C=CC=CC4)(C=5C=CC=CC5)C=6C=CC=CC6)[P](C=7C=CC=CC7)(C=8C=CC=CC8)C=9C=CC=CC9
14742-36-0,C1(=C(C(=C(C(=C1F)F)F)F)O)C(=O)O
14781-45-4,FC(F)(F)C1=O[Cu+2]2(O=C([CH-]1)C(F)(F)F)O=C([CH-]C(=O2)C(F)(F)F)C(F)(F)F
14805-29-9,C1CC2CC1C3C2C(=O)NC3=O
14862-52-3,C1=C(C=C(C=C1Br)Br)Cl
14898-67-0,O.Cl[Ru](Cl)Cl
14907-27-8,Cl.O=C(OC)C(N)CC1=CNC=2C=CC=CC21
14917-55-6,OC1C(O)C(OC)OC(C)C1O
14965-49-2,I.NC
15015-57-3,C1=CC(=CC=C1O)SSC2=CC=C(C=C2)O
15028-39-4,COC(=O)C(C1=CC=CC=C1)N.Cl
15098-69-8,O=C(OC(C)(C)C)NCCCCC(NC(=O)OC(C)(C)C)C(=O)O.N(C1CCCCC1)C2CCCCC2
15100-75-1,Cl.O=C(OC(C)(C)C)C(N)CC=1C=CC=CC1
15114-43-9,C1(=O)NC(=O)N(C(=O)N1Br)Br
15164-44-0,C1=CC(=CC=C1C=O)I
15206-55-0,O=C(OC)C(=O)C=1C=CC=CC1
15238-00-3,[Co+2].[I-].[I-]
15244-36-7,O.[O-]S(=O)(=O)[O-].[Mn+2]
15260-10-3,O=C(OC(C)(C)C)NC(C(=O)O)C(OCC=1C=CC=CC1)C
15432-56-1,CC(C)C(=O)[O-].CC(C)C(=O)[O-].[Cu+2]
15442-91-8,C1=C(C(=CC(=C1CBr)CBr)CBr)CBr
15475-27-1,C1=CC=C(C=C1)[P-]C2=CC=CC=C2.[K+]
15486-96-1,O=C(Cl)CCBr
15572-56-2,Cl.NC(C)C
15629-92-2,[Cl-][Ni+2]1([Cl-])[P](C=2C=CC=CC2)(C=3C=CC=CC3)CCC[P]1(C=4C=CC=CC4)C=5C=CC=CC5
15656-28-7,[B-](F)(F)(F)F.C1=CC=NC=C1.C1=CC=NC=C1.[IH2+]
15663-27-1,[Cl-][Pt+2]([Cl-])([NH3])[NH3]
15684-35-2,[B-](F)(F)(F)F.[B-](F)(F)(F)F.O.O.O.O.O.O.[Co+2]
15684-36-3,[Ni+2].[F-][B+3]([F-])([F-])[F-].O
15687-27-1,O=C(O)C(C1=CC=C(C=C1)CC(C)C)C
15761-38-3,O=C(OC(C)(C)C)NC(C(=O)O)C
15761-39-4,O=C(OC(C)(C)C)N1CCCC1C(=O)O
15854-87-2,C1=CN=CC=C1I
15956-28-2,O1=C([O-][Rh+2]234O=C([O-][Rh+2]14(O=C([O-]2)C)[O-]C(=O3)C)C)C
15996-76-6,C1=CC(=CC=C1CN)C#N.Cl
16029-98-4,I[Si](C)(C)C
16096-32-5,C=1C=C2NC=CC2=C(C1)C
16115-80-3,Cl.O=C(OC)C(N)C(=O)OC
16212-06-9,C1=CC=C(C=C1)C=CS(=O)(=O)C2=CC=CC=C2
16225-26-6,O=C(O)C=1C=C(C=C(C1)C(C)(C)C)C(C)(C)C
16382-15-3,CCOC(=O)C1=CC2=C(N1)C=CC(=C2)C
16419-60-6,OB(O)C=1C=CC=CC1C
16420-13-6,S=C(Cl)N(C)C
16433-88-8,C1C2=C(C=CC(=C2)Br)C3=C1C=C(C=C3)Br
16475-90-4,O=C(OC)C1=CC(=CC=C1O)C(=O)C
16583-06-5,C1=C(C(=C(C(=C1F)F)F)F)C=O
16588-74-2,O=C=NC=1C=C(C=C(C1)C(F)(F)F)C(F)(F)F
16635-95-3,NC(C=1C=CC=CC1)C(N)C=2C=CC=CC2
16652-71-4,Cl.O=C(OCC=1C=CC=CC1)C2NCCC2
16674-78-5,CC(=O)[O-].CC(=O)[O-].O.O.O.O.[Mg+2]
16732-69-7,CCOC(=O)C1=CC2=C(N1)C(=CC=C2)Br
16732-70-0,CCOC(=O)C1=CC2=C(N1)C=CC(=C2)Br
16732-73-3,COC1=CC2=C(C=C1)C=C(N2)C(=O)O
16733-97-4,[Li+].C1C=CC=[C-]1
16774-21-3,O=N(=O)[O-][Ce+4]([O-]N(=O)=O)([O-]N(=O)=O)([O-]N(=O)=O)([O-]N(=O)=O)[O-]N(=O)=O.[NH4+]
16789-84-7,C1=C(C=C(C(=C1C=O)O)Br)[N+](=O)[O-]
16853-85-3,[Li+].[H-][Al+3]([H-])([H-])[H-]
16872-11-0,[H+].[F-][B+3]([F-])([F-])[F-]
16874-12-7,O=C(OC(C)(C)C)C(N)CC1=CC=C(O)C=C1
16940-66-2,[Na+].[H-][B+3]([H-])([H-])[H-]
16948-16-6,CC(C(=O)O)N(C)C(=O)OC(C)(C)C
16949-15-8,[Li+].[H-][B+3]([H-])([H-])[H-]
17016-83-0,CC(C)C1COC(=O)N1
17084-13-8,[K+].[F-][P+5]([F-])([F-])([F-])([F-])[F-]
17194-00-2,[OH-].[OH-].[Ba+2]
17199-29-0,O=C(O)C(O)C=1C=CC=CC1
17261-28-8,O=C(O)C=1C=CC=CC1P(C=2C=CC=CC2)C=3C=CC=CC3
17273-79-9,C1=CC=C2C=C(C=CC2=C1)C(=O)[O-].[Na+]
17341-93-4,O=C(Cl)OCC(Cl)(Cl)Cl
17372-87-1,C1=CC=C(C(=C1)C2=C3C=C(C(=O)C(=C3OC4=C(C(=C(C=C24)Br)[O-])Br)Br)Br)C(=O)[O-].[Na+].[Na+]
17422-32-1,ClC=1C=CC=2NC=CC2C1
17422-33-2,ClC=1C=CC=2C=CNC2C1
17455-13-9,O1CCOCCOCCOCCOCCOCC1
17630-76-1,O=C1NC2=CC=C(Cl)C=C2C1=O
17754-90-4,O=CC1=CC=C(C=C1O)N(CC)CC
17928-28-8,O([Si](O[Si](C)(C)C)(O[Si](C)(C)C)C)[Si](C)(C)C
17933-03-8,OB(O)C1=CC=CC(=C1)C
18039-42-4,N1=NNC(=N1)C=2C=CC=CC2
18107-18-1,[N-]=[N+]=C[Si](C)(C)C
18113-18-3,COC1=CC(=C(C=C1)OC)O
18162-48-6,Cl[Si](C)(C)C(C)(C)C
18172-67-3,C=C1CCC2CC1C2(C)C
18179-39-0,O=C(OC)C1=CC=C(I)C=C1O
18315-84-9,CC(=CC1=CC=CC=C1)[N+](=O)[O-]
18323-96-1,FC(F)(F)C(F)(F)C(F)(F)C1=O[Yb+3]23(O=C([CH-]C(=O2)C(C)(C)C)C(F)(F)C(F)(F)C(F)(F)F)(O=C([CH-]C(=O3)C(C)(C)C)C(F)(F)C(F)(F)C(F)(F)F)O=C([CH-]1)C(C)(C)C
18523-47-2,[N-]=[N+]=NCCC(=O)O
18523-48-3,[N-]=[N+]=NCC(=O)O
18531-94-7,OC=1C=CC=2C=CC=CC2C1C3=C(O)C=CC=4C=CC=CC43
18531-95-8,C1=CC=C2C(=C1)C=CC(=C2C3=C(C=CC4=CC=CC=C43)N)N
18531-99-2,OC=1C=CC=2C=CC=CC2C1C3=C(O)C=CC=4C=CC=CC43
18594-05-3,O=C(C1=CC=C(C=C1)C2CCCCC2)C
18598-74-8,Cl.O=C(OC)C(N)C(C)CC
18618-55-8,O.O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Ce+3]
18711-13-2,O=C1NC=2C(Cl)=CC=C(Cl)C2C1=O
18741-85-0,C1=CC=C2C(=C1)C=CC(=C2C3=C(C=CC4=CC=CC=C43)N)N
18835-59-1,C1=C(C=C(C(=C1I)O)I)CC(C(=O)O)N.O.O
18942-49-9,O=C(OC(C)(C)C)NC(C(=O)O)CC=1C=CC=CC1
18997-19-8,O=C(OCCl)C(C)(C)C
19005-93-7,C1=CC=C2C(=C1)C=C(N2)C=O
19012-03-4,O=CC1=CN(C=2C=CC=CC12)C
19172-47-5,S=P1(SP(=S)(S1)C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3
19438-61-0,O=C1OC(=O)C2=CC(=CC=C12)C
19444-84-9,O=C1OCCC1O
19455-23-3,CC(C)(C)C(=O)[O-].[K+]
19460-86-7,CNC(CC1=CC=CC=C1)C(=O)OC.Cl
19481-79-9,CC(C)(C#N)I
19501-58-7,Cl.O(C1=CC=C(C=C1)NN)C
19525-87-2,COC(=O)C(COCC1=CC=CC=C1)N.Cl
19552-10-4,C1=CC(=CC=C1CS)Br
19654-19-4,BrC1=CC=C(C=C1)C2=NC=3C=CC=CC3S2
19798-80-2,ClC=1C=CN=C(N)C1
19798-81-3,BrC=1N=C(N)C=CC1
19842-76-3,C1=C(C(=C(C(=C1F)F)C=O)F)F
19883-41-1,Cl.O=C(OC)C(N)C=1C=CC=CC1
20039-37-6,C1=CC=NC=C1.C1=CC=NC=C1.O[Cr](=O)(=O)O[Cr](=O)(=O)O
20265-96-7,Cl.ClC1=CC=C(N)C=C1
20427-58-1,[OH-].[OH-].[Zn+2]
20439-47-8,NC1CCCCC1N
20511-12-0,IC1=CN=C(N)C=C1
20667-12-3,[Ag]O[Ag]
20734-58-1,C=1C=C2C=CC=C(C2=C(C1)N(C)C)N(C)C
20780-72-7,C1=CC2=C(C(=C1)Br)C(=O)C(=O)N2
20780-74-9,O=C1NC=2C(Br)=CC=CC2C1=O
20780-76-1,O=C1NC2=CC=C(I)C=C2C1=O
20830-75-5,O=C1OCC(=C1)C2CCC3(O)C4CCC5CC(OC6OC(C)C(OC7OC(C)C(OC8OC(C)C(O)C(O)C8)C(O)C7)C(O)C6)CCC5(C)C4CC(O)C23C
20859-02-3,O=C(O)C(N)C(C)(C)C
20919-42-0,C1=CC=C2C(=C1)C(=O)N(C2=O)I
20989-17-7,OCC(N)C=1C=CC=CC1
21041-93-0,[OH-].[OH-].[Co+2]
21524-34-5,CC(C)C1=CC(=C(C(=C1)C(C)C)Br)C(C)C
21535-97-7,O1C=C(C=2C=CC=CC12)C
21563-29-1,C1=CC2=C3C(=C1)C(=O)OC(=O)C3=C(C=C2)Br
21615-34-9,O=C(Cl)C=1C=CC=CC1OC
21679-31-2,O1=C([CH-]C(=O[Cr+3]123(O=C([CH-]C(=O2)C)C)O=C([CH-]C(=O3)C)C)C)C
21679-46-9,O1=C([CH-]C(=O[Co+3]123(O=C([CH-]C(=O2)C)C)O=C([CH-]C(=O3)C)C)C)C
21717-96-4,C1=CC(=NC=C1F)N
21791-94-6,CC1(C2CCC1(C(=O)C2)CS(=O)(=O)[O-])C.[Na+]
21901-40-6,CC1=CC(=NC=C1[N+](=O)[O-])N
21947-98-8,O=C(OC(C)(C)C)NC(C(=O)O)CSC(C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3
22002-45-5,BrC1=CC(=CC=C1OC)C
22112-78-3,COC1=CC=C(C=C1)C2=C3C=CC(=C(C4=NC(=C(C5=CC=C(N5)C(=C6C=CC2=N6)C7=CC=C(C=C7)OC)C8=CC=C(C=C8)OC)C=C4)C9=CC=C(C=C9)OC)N3
22118-09-8,O=C(Cl)CBr
22204-53-1,O=C(O)C(C1=CC=C2C=C(OC)C=CC2=C1)C
22245-83-6,C1=CNC(=O)C(=C1)C(F)(F)F
22306-37-2,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Bi+3]
22353-34-0,ClC1=CN=CC(N)=C1
22483-09-6,O(C)C(OC)CN
22560-16-3,[Li+].[H-][B+3]([CH2-]C)([CH2-]C)[CH2-]C
22717-57-3,O=C(OC)C1=CC(=CC=C1O)C
22720-75-8,O=C(C=1SC=2C=CC=CC2C1)C
22838-58-0,CC(C)C(C(=O)O)NC(=O)OC(C)(C)C
22839-47-0,O=C(O)CC(N)C(=O)NC(C(=O)OC)CC=1C=CC=CC1
22839-61-8,O=C(O)C(N)CC(=O)NC(C(=O)OC)CC=1C=CC=CC1
22921-68-2,O=C(O)C1=CC(OC)=CC=C1Br
22927-13-5,CCC1=CC=CC=C1C=O
23147-58-2,OC1OCC(O)OC1
23150-65-4,Cl.O=C(OC)CCC(N)C(=O)OC
23190-16-1,C1=CC=C(C=C1)C(C(C2=CC=CC=C2)O)N
23356-96-9,OCC1NCCC1
23680-31-1,O=C(OC(C)(C)C)NC(C(=O)O)COCC=1C=CC=CC1
24057-28-1,O=S(=O)(O)C1=CC=C(C=C1)C.N=1C=CC=CC1
24388-23-6,B1(OC(C(O1)(C)C)(C)C)C2=CC=CC=C2
24424-99-5,O=C(OC(=O)OC(C)(C)C)OC(C)(C)C
24463-19-2,ClCC=1C=2C=CC=CC2C=C3C=CC=CC31
24544-04-5,NC=1C(=CC=CC1C(C)C)C(C)C
24596-19-8,BrC=1C=C(C(N)=C(C1)C)C
24680-50-0,O=CC=CC1=CC=C(OC)C=C1
24850-33-7,CCCC[Sn](CCCC)(CCCC)CC=C
24964-64-5,N#CC1=CC=CC(C=O)=C1
25260-60-0,O=C(OCC=CCOC(=O)C)C
25322-68-3,
25561-30-2,FC(F)(F)C(=N[Si](C)(C)C)O[Si](C)(C)C
25662-28-6,COC(=O)C1=CCCC1
25895-60-7,[Na+].[H-][B+3]([H-])([H-])[C-]#N
25952-53-8,Cl.C(=NCC)=NCCCN(C)C
26042-64-8,[Ag+].[F-][Sb+5]([F-])([F-])([F-])([F-])[F-]
26299-14-9,[H+].O=[Cr](=O)(=O)[Cl-].N=1C=CC=CC1
26304-51-8,CCOC(=O)C1=C(C2=CC=CC=C2N1)C
26386-88-9,[N-]=[N+]=NP(=O)(OC=1C=CC=CC1)OC=2C=CC=CC2
26412-87-3,O=S(=O)=O.N=1C=CC=CC1
26471-62-5,
26628-22-8,[N-]=[N+]=[N-].[Na+]
27126-76-7,O=S(=O)(OI(O)C=1C=CC=CC1)C2=CC=C(C=C2)C
27298-98-2,NC(C1=CC=C(C=C1)C)C
27489-33-4,CS(=O)(=O)C1=CC=CC=C1O
27532-96-3,Cl.O=C(OC(C)(C)C)CN
27607-77-8,O=S(=O)(O[Si](C)(C)C)C(F)(F)F
27684-84-0,C1=CC(=C(C=C1Br)O)[N+](=O)[O-]
28281-76-7,O=C1OC(=O)C2=CC(OC)=CC=C12
28314-80-9,O=C(O)C=1C(F)=CC(F)=CC1F
28868-76-0,O=C(OC)C(Cl)C(=O)OC
28920-43-6,O=C(Cl)OCC1C=2C=CC=CC2C=3C=CC=CC31
29022-11-5,O=C(OCC1C=2C=CC=CC2C=3C=CC=CC31)NCC(=O)O
29085-13-0,C[N+](=CSC)C.[I-]
29576-14-5,BrCC=CC
29601-98-7,C1=CC=C(C=C1)CNO.Cl
29841-69-8,NC(C=1C=CC=CC1)C(N)C=2C=CC=CC2
29883-15-6,N#CC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C=3C=CC=CC3
30516-87-1,[N-]=[N+]=NC1CC(OC1CO)N2C=C(C(=O)NC2=O)C
30525-89-4,O=C
30897-86-0,CC1=C[C-]=C(C=C1)C.[Mg+2].[Br-]
30964-00-2,C#CCCCCC(=O)O
31126-95-1,C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O.C(=O)(C(F)(F)F)O.[Rh].[Rh]
31282-04-9,OCC1OC(OC2C(O)C(N)CC(NC)C2O)C3OC4(OC3C1O)OC(C(O)C(O)C4O)C(N)CO
