cas,smiles
349-76-8,O=C(C1=CC=CC(=C1)C(F)(F)F)C
351-28-0,O=C(NC=1C=CC=C(F)C1)C
353-54-8,FC(Br)(Br)Br
358-23-6,O=S(=O)(OS(=O)(=O)C(F)(F)F)C(F)(F)F
363-81-5,FC=1C=C(F)C(N)=C(F)C1
366-18-7,N=1C=CC=CC1C=2N=CC=CC2
367-31-7,FC1=CC=C(N)C(N)=C1
367-93-1,OCC1OC(SC(C)C)C(O)C(O)C1O
369-33-5,O=C(C1=CC=C(F)C(F)=C1)C
371-40-4,FC1=CC=C(N)C=C1
371-41-5,FC1=CC=C(O)C=C1
372-44-1,[F-][B+3]([F-])([F-])[OH]C=1C=CC=CC1
372-48-5,FC1=NC=CC=C1
373-44-4,NCCCCCCCCN
373-88-6,Cl.FC(F)(F)CN
375-22-4,O=C(O)C(F)(F)C(F)(F)C(F)(F)F
391-12-8,C1=CC2=C(C(=C1)C(F)(F)F)NC(=O)C2=O
392-56-3,FC=1C(F)=C(F)C(F)=C(F)C1F
392-57-4,FC=1C(F)=C(I)C(F)=C(F)C1I
393-77-1,O=N(=O)C1=CC(=CC(=C1O)N(=O)=O)C(F)(F)F
402-45-9,FC(F)(F)C1=CC=C(O)C=C1
403-33-8,O=C(OC)C1=CC=C(F)C=C1
403-42-9,O=C(C1=CC=C(F)C=C1)C
403-54-3,N#CC=1C=CC=C(F)C1
405-99-2,FC1=CC=C(C=C)C=C1
407-25-0,O=C(OC(=O)C(F)(F)F)C(F)(F)F
420-37-1,[F-][B+3]([F-])([F-])[F-].[O+](C)(C)C
421-83-0,O=S(=O)(Cl)C(F)(F)F
423-39-2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)I
429-41-4,[F-].CCCC[N+](CCCC)(CCCC)CCCC
431-46-9,FC(F)(F)C(O)OC
433-19-2,FC(F)(F)C1=CC=C(C=C1)C(F)(F)F
434-45-7,O=C(C=1C=CC=CC1)C(F)(F)F
434-64-0,FC=1C(F)=C(F)C(=C(F)C1F)C(F)(F)F
443-69-6,C1=CC2=C(C=C1F)C(=O)C(=O)N2
444-30-4,FC(F)(F)C=1C=CC=CC1O
445-29-4,O=C(O)C=1C=CC=CC1F
446-36-6,O=N(=O)C1=CC=C(F)C=C1O
447-61-0,O=CC=1C=CC=CC1C(F)(F)F
451-40-1,O=C(C=1C=CC=CC1)CC=2C=CC=CC2
454-89-7,O=CC1=CC=CC(=C1)C(F)(F)F
455-00-5,C1=CC(=NC(=C1)C(F)(F)F)C(F)(F)F
455-14-1,FC(F)(F)C1=CC=C(N)C=C1
455-19-6,O=CC1=CC=C(C=C1)C(F)(F)F
455-68-5,O=C(OC)C=1C=CC=C(F)C1
456-48-4,O=CC=1C=CC=C(F)C1
459-57-4,O=CC1=CC=C(F)C=C1
460-00-4,FC1=CC=C(Br)C=C1
462-06-6,FC=1C=CC=CC1
462-08-8,N=1C=CC=C(N)C1
464-72-2,OC(C=1C=CC=CC1)(C=2C=CC=CC2)C(O)(C=3C=CC=CC3)C=4C=CC=CC4
471-25-0,O=C(O)C#C
471-34-1,C(=O)([O-])[O-].[Ca+2]
473-34-7,O=S(=O)(C1=CC=C(C=C1)C)N(Cl)Cl
480-63-7,O=C(O)C=1C(=CC(=CC1C)C)C
485-47-2,O=C1C=2C=CC=CC2C(=O)C1(O)O
485-71-2,OC(C=1C=CN=C2C=CC=CC21)C3N4CCC(C3)C(C=C)C4
487-68-3,O=CC=1C(=CC(=CC1C)C)C
487-89-8,O=CC1=CNC=2C=CC=CC12
491-35-0,N=1C=CC(=C2C=CC=CC12)C
491-38-3,O=C1C=COC=2C=CC=CC12
492-22-8,O=C1C=2C=CC=CC2SC=3C=CC=CC31
492-38-6,O=C(O)C(=C)C=1C=CC=CC1
492-61-5,OCC1OC(O)C(O)C(O)C1O
492-88-6,O=CC=1C=CC=C(OCC)C1O
492-97-7,S1C=CC=C1C=2SC=CC2
493-05-0,O1CC=2C=CC=CC2CC1
493-09-4,O1C=2C=CC=CC2OCC1
496-15-1,C=1C=CC2=C(C1)NCC2
496-16-2,O1C=2C=CC=CC2CC1
497-19-8,C(=O)([O-])[O-].[Na+].[Na+]
497-25-6,O=C1OCCN1
498-60-2,O=CC1=COC=C1
498-62-4,O=CC1=CSC=C1
498-63-5,OCC1NCCC1
498-66-8,C1=CC2CCC1C2
500-22-1,O=CC=1C=NC=CC1
500-99-2,OC=1C=C(OC)C=C(OC)C1
501-52-0,O=C(O)CCC=1C=CC=CC1
501-53-1,O=C(Cl)OCC=1C=CC=CC1
504-02-9,O=C1CC(=O)CCC1
504-24-5,N=1C=CC(N)=CC1
504-29-0,N=1C=CC=CC1N
504-63-2,OCCCO
506-68-3,N#CBr
506-78-5,N#CI
507-09-5,O=C(S)C
507-20-0,ClC(C)(C)C
507-40-4,ClOC(C)(C)C
512-56-1,O=P(OC)(OC)OC
513-31-5,BrC(=C)CBr
513-81-5,C=C(C(=C)C)C
513-86-0,O=C(C)C(O)C
516-06-3,O=C(O)C(N)C(C)C
516-12-1,O=C1N(I)C(=O)CC1
519-73-3,C=1C=CC(=CC1)C(C=2C=CC=CC2)C=3C=CC=CC3
524-38-9,O=C1C=2C=CC=CC2C(=O)N1O
524-95-8,O(B(C=1C=CC=CC1)C=2C=CC=CC2)CCN
526-55-6,OCCC1=CNC=2C=CC=CC21
527-72-0,O=C(O)C=1SC=CC1
529-20-4,O=CC=1C=CC=CC1C
529-34-0,O=C1C=2C=CC=CC2CCC1
530-62-1,O=C(N1C=NC=C1)N2C=NC=C2
532-27-4,O=C(C=1C=CC=CC1)CCl
532-32-1,C1=CC=C(C=C1)C(=O)[O-].[Na+]
533-17-5,O=C(NC=1C=CC=CC1Cl)C
533-31-3,OC1=CC=C2OCOC2=C1
534-16-7,C(=O)([O-])[O-].[Ag+].[Ag+]
534-17-8,C(=O)([O-])[O-].[Cs+].[Cs+]
535-87-5,O=C(O)C=1C=C(N)C=C(N)C1
536-60-7,OCC1=CC=C(C=C1)C(C)C
536-74-3,C#CC=1C=CC=CC1
536-80-1,O=IC=1C=CC=CC1
537-00-8,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Ce+3]
537-92-8,O=C(NC1=CC=CC(=C1)C)C
538-75-0,C(=NC1CCCCC1)=NC2CCCCC2
540-37-4,IC1=CC=C(N)C=C1
540-51-2,BrCCO
540-80-7,O=NOC(C)(C)C
541-41-3,O=C(Cl)OCC
541-59-3,O=C1C=CC(=O)N1
543-27-1,O=C(Cl)OCC(C)C
543-80-6,CC(=O)[O-].CC(=O)[O-].[Ba+2]
544-92-3,[C-]#N.[Cu+]
544-97-8,[CH3-].[CH3-].[Zn+2]
545-06-2,N#CC(Cl)(Cl)Cl
546-68-9,CC(C)[O-].CC(C)[O-].CC(C)[O-].CC(C)[O-].[Ti+4]
546-88-3,O=C(NO)C
546-89-4,[Li+].CC(=O)[O-]
547-58-0,CN(C)C1=CC=C(C=C1)N=NC2=CC=C(C=C2)S(=O)(=O)[O-].[Na+]
548-62-9,[Cl-].C=1C=C(C=CC1C(C2=CC=C(C=C2)N(C)C)=C3C=CC(C=C3)=[N+](C)C)N(C)C
551-93-9,O=C(C=1C=CC=CC1N)C
552-16-9,O=C(O)C=1C=CC=CC1N(=O)=O
552-89-6,O=CC=1C=CC=CC1N(=O)=O
553-71-9,C1=CC=C(C=C1)C(=O)[O-].C1=CC=C(C=C1)C(=O)[O-].[Ni+2]
554-13-2,[Li+].[Li+].C(=O)([O-])[O-]
554-14-3,S1C=CC=C1C
554-84-7,O=N(=O)C=1C=CC=C(O)C1
554-95-0,O=C(O)C=1C=C(C=C(C1)C(=O)O)C(=O)O
557-20-0,C[CH2].C[CH2].[Zn]
557-34-6,CC(=O)[O-].CC(=O)[O-].[Zn+2]
557-66-4,Cl.NCC
558-13-4,BrC(Br)(Br)Br
563-63-3,CC(=O)[O-].[Ag+]
563-70-2,O=N(=O)CBr
563-76-8,O=C(Br)C(Br)C
563-83-7,O=C(N)C(C)C
563-96-2,O=C(O)C(O)O
569-42-6,OC1=CC=CC=2C=CC=C(O)C12
570-02-5,O=C(O)C=1C(OC)=CC(OC)=CC1OC
572-09-8,O=C(OCC1OC(Br)C(OC(=O)C)C(OC(=O)C)C1OC(=O)C)C
574-17-4,O=C1C(=O)N(C(=O)C)C=2C=CC=CC12
576-22-7,BrC=1C(=CC=CC1C)C
576-83-0,BrC=1C(=CC(=CC1C)C)C
577-16-2,O=C(C=1C=CC=CC1C)C
577-56-0,O=C(O)C=1C=CC=CC1C(=O)C
577-59-3,O=C(C=1C=CC=CC1N(=O)=O)C
578-68-7,N=1C=CC(N)=C2C=CC=CC12
579-10-2,O=C(N(C=1C=CC=CC1)C)C
579-43-1,OC(C=1C=CC=CC1)C(O)C=2C=CC=CC2
579-75-9,O=C(O)C=1C=CC=CC1OC
580-13-2,BrC=1C=CC=2C=CC=CC2C1
580-17-6,N=1C=C(N)C=C2C=CC=CC12
580-22-3,N=1C(N)=CC=C2C=CC=CC12
581-40-8,C=1C=CC=2C=C(C(=CC2C1)C)C
581-43-1,OC=1C=CC2=CC(O)=CC=C2C1
581-96-4,O=C(O)CC=1C=CC=2C=CC=CC2C1
582-17-2,OC=1C=CC2=CC=C(O)C=C2C1
582-24-1,O=C(C=1C=CC=CC1)CO
582-25-2,C1=CC=C(C=C1)C(=O)[O-].[K+]
583-39-1,S=C1NC=2C=CC=CC2N1
583-53-9,BrC=1C=CC=CC1Br
583-55-1,BrC=1C=CC=CC1I
584-08-7,C(=O)([O-])[O-].[K+].[K+]
584-09-8,C(=O)([O-])[O-].[Rb+].[Rb+]
585-32-0,NC(C=1C=CC=CC1)(C)C
585-47-7,O=S(=O)(Cl)C1=CC=CC(=C1)S(=O)(=O)Cl
585-48-8,N=1C(=CC=CC1C(C)(C)C)C(C)(C)C
585-74-0,O=C(C1=CC=CC(=C1)C)C
586-37-8,O=C(C=1C=CC=C(OC)C1)C
586-38-9,O=C(O)C=1C=CC=C(OC)C1
586-76-5,O=C(O)C1=CC=C(Br)C=C1
587-04-2,O=CC=1C=CC=C(Cl)C1
589-10-6,BrCCOC=1C=CC=CC1
589-87-7,BrC1=CC=C(I)C=C1
590-17-0,N#CCBr
590-86-3,O=CCC(C)C
590-92-1,O=C(O)CCBr
591-17-3,BrC1=CC=CC(=C1)C
591-22-0,N=1C=C(C=C(C1)C)C
591-31-1,O=CC=1C=CC=C(OC)C1
591-48-0,C1=CC(C)CCC1
591-50-4,IC=1C=CC=CC1
591-80-0,O=C(O)CCC=C
592-41-6,C=CCCCC
592-57-4,C=1C=CCCC1
593-60-2,BrC=C
593-71-5,ClCI
593-81-7,Cl.N(C)(C)C
594-09-2,P(C)(C)C
594-19-4,[Li].C[C](C)C
598-30-1,[Li+].CC[CH-]C
598-54-9,CC(=O)[O-].[Cu+]
598-55-0,O=C(OC)N
599-00-8,O=C(O)C(F)(F)F
600-22-6,O=C(OC)C(=O)C
602-09-5,OC=1C=CC=2C=CC=CC2C1C3=C(O)C=CC=4C=CC=CC43
602-94-8,O=C(O)C=1C(F)=C(F)C(F)=C(F)C1F
603-11-2,O=C(O)C1=CC=CC(=C1C(=O)O)N(=O)=O
603-32-7,C=1C=CC(=CC1)[As](C=2C=CC=CC2)C=3C=CC=CC3
603-33-8,C1=CC=C(C=C1)[Bi](C2=CC=CC=C2)C3=CC=CC=C3
603-34-9,C=1C=CC(=CC1)N(C=2C=CC=CC2)C=3C=CC=CC3
603-35-0,C=1C=CC(=CC1)P(C=2C=CC=CC2)C=3C=CC=CC3
603-36-1,C=1C=CC(=CC1)[Sb](C=2C=CC=CC2)C=3C=CC=CC3
603-76-9,C=1C=CC2=C(C1)C=CN2C
603-80-5,CC1=C(C=CC=C1O)C(=O)O
603-86-1,O=N(=O)C=1C=CC=C(Cl)C1O
606-45-1,O=C(OC)C=1C=CC=CC1OC
607-24-9,O=N(=O)C=1C=CC=2C=CC=CC2C1O
607-66-9,O=C1C=C(C=2C=CC=CC2N1)C
608-05-9,O=C1NC2=CC=C(C=C2C1=O)C
608-23-1,ClC1=CC=CC(=C1C)C
608-28-6,IC=1C(=CC=CC1C)C
608-43-5,CC1=C(C=CC(=C1C)O)O
609-09-6,O=C(OCC)C(=O)C(=O)OCC
609-23-4,IC=1C=C(I)C(O)=C(I)C1
609-36-9,O=C(O)C1NCCC1
609-73-4,O=N(=O)C=1C=CC=CC1I
609-93-8,O=N(=O)C1=CC(=CC(=C1O)N(=O)=O)C
610-09-3,O=C(O)C1CCCCC1C(=O)O
610-94-6,O=C(OC)C=1C=CC=CC1Br
611-07-4,O=N(=O)C1=CC=C(Cl)C=C1O
611-13-2,O=C(OC)C=1OC=CC1
611-17-6,ClC=1C=CC=CC1CBr
611-20-1,N#CC=1C=CC=CC1O
611-70-1,O=C(C=1C=CC=CC1)C(C)C
612-19-1,CCC1=CC=CC=C1C(=O)O
612-24-8,N#CC=1C=CC=CC1N(=O)=O
612-25-9,O=N(=O)C=1C=CC=CC1CO
612-87-3,O=C(O)C=1C=CC=C(C1)C=2C=CC=C(C2)C(=O)O
612-96-4,N=1C=2C=CC=CC2C=CC1C=3C=CC=CC3
613-45-6,O=CC1=CC=C(OC)C=C1OC
613-46-7,N#CC=1C=CC=2C=CC=CC2C1
614-16-4,N#CCC(=O)C=1C=CC=CC1
614-96-0,C1=CC=2C=C(C=CC2N1)C
615-15-6,N=1C=2C=CC=CC2NC1C
615-20-3,ClC1=NC=2C=CC=CC2S1
615-42-9,IC=1C=CC=CC1I
615-43-0,IC=1C=CC=CC1N
615-60-1,ClC1=CC=C(C(=C1)C)C
616-29-5,OC(CN)CN
616-38-6,O=C(OC)OC
616-47-7,N=1C=CN(C1)C
617-35-6,O=C(OCC)C(=O)C
617-86-7,CC[SiH](CC)CC
617-94-7,OC(C=1C=CC=CC1)(C)C
618-51-9,O=C(O)C=1C=CC=C(I)C1
619-05-6,O=C(O)C1=CC=C(N)C(N)=C1
619-24-9,N#CC1=CC=CC(=C1)N(=O)=O
619-44-3,O=C(OC)C1=CC=C(I)C=C1
619-58-9,O=C(O)C1=CC=C(I)C=C1
619-84-1,O=C(O)C1=CC=C(C=C1)N(C)C
620-13-3,BrCC=1C=CC=C(C1)C
620-23-5,O=CC1=CC=CC(=C1)C
620-79-1,O=C(OCC)C(C(=O)C)CC=1C=CC=CC1
621-23-8,O(C=1C=C(OC)C=C(OC)C1)C
621-36-3,O=C(O)CC=1C=CC=C(C1)C
621-79-4,O=C(N)C=CC=1C=CC=CC1
622-47-9,O=C(O)CC1=CC=C(C=C1)C
622-58-2,O=C=NC1=CC=C(C=C1)C
622-88-8,Cl.BrC1=CC=C(C=C1)NN
622-95-7,ClC1=CC=C(C=C1)CBr
623-00-7,N#CC1=CC=C(Br)C=C1
623-03-0,N#CC1=CC=C(Cl)C=C1
623-33-6,Cl.O=C(OCC)CN
623-47-2,O=C(C#C)OCC
623-48-3,O=C(OCC)CI
623-73-4,[N-]=[N+]=CC(=O)OCC
624-39-5,SC1=CC=C(S)C=C1
624-48-6,O=C(OC)C=CC(=O)OC
624-75-9,N#CCI
624-92-0,S(SC)C
625-35-4,O=C(Cl)C=CC
625-38-7,O=C(O)CC=C
625-45-6,O=C(O)COC
625-48-9,O=N(=O)CCO
625-82-1,C=1NC(=CC1C)C
625-92-3,BrC1=CN=CC(Br)=C1
625-99-0,ClC1=CC=CC(I)=C1
626-02-8,IC1=CC=CC(O)=C1
626-05-1,BrC=1N=C(Br)C=CC1
626-17-5,N#CC1=CC=CC(C#N)=C1
626-19-7,O=CC1=CC=CC(C=O)=C1
626-35-7,O=C(OCC)CN(=O)=O
626-64-2,OC=1C=CN=CC1
627-18-9,BrCCCO
627-27-0,OCCC=C
627-30-5,ClCCCO
628-13-7,Cl.N=1C=CC=CC1
628-41-1,C1=CCC=CC1
629-03-8,BrCCCCCCBr
629-59-4,CCCCCCCCCCCCCC
630-19-3,O=CC(C)(C)C
631-22-1,O=C(OCC)C(Br)(Br)C(=O)OCC
631-61-8,O=C(O)C.N
632-69-9,C1=C2C(=C3C=C(C(=O)C(=C3OC2=C(C(=C1I)[O-])I)I)I)C4=C(C(=C(C(=C4Cl)Cl)Cl)Cl)C(=O)[O-].[Na+].[Na+]
632-93-9,O=C(OCC)C1=C(NC(=C(C(=O)OCC)C1C)C)C
635-26-7,Cl.NNC=1C=CC=CC1C
635-46-1,C=1C=CC2=C(C1)NCCC2
635-93-8,O=CC1=CC(Cl)=CC=C1O
636-82-8,O=C(O)C1=CCCCC1
636-98-6,O=N(=O)C1=CC=C(I)C=C1
637-60-5,Cl.NNC1=CC=C(C=C1)C
637-69-4,O(C1=CC=C(C=C)C=C1)C
637-81-0,[N-]=[N+]=NCC(=O)OCC
638-38-0,CC(=O)[O-].CC(=O)[O-].[Mn+2]
640-61-9,O=S(=O)(NC)C1=CC=C(C=C1)C
642-31-9,O=CC=1C=2C=CC=CC2C=C3C=CC=CC31
644-36-0,O=C(O)CC=1C=CC=CC1C
644-76-8,OC1C(O)C2OCC(O2)C1O
646-06-0,O1COCC1
646-25-3,NCCCCCCCCCCN
651-83-2,C1(=C(C(=C(C(=C1F)F)N)F)F)C(F)(F)F
652-18-6,O=C(O)C=1C(F)=C(F)C=C(F)C1F
653-35-0,FC=1C(F)=C(F)C(=C(F)C1F)CCl
653-37-2,O=CC=1C(F)=C(F)C(F)=C(F)C1F
655-86-7,N1=C2C=CC=CC2=NC3=CC(N)=C(N)C=C13
657-27-2,Cl.O=C(O)C(N)CCCCN
657-84-1,CC1=CC=C(C=C1)S(=O)(=O)O.[Na]
666-52-4,O=C(C)C
667-27-6,O=C(OCC)C(F)(F)Br
680-31-9,O=P(N(C)C)(N(C)C)N(C)C
683-57-8,O=C(N)CBr
688-73-3,CCCC[SnH](CCCC)CCCC
688-74-4,O(B(OCCCC)OCCCC)CCCC
693-02-7,C#CCCCC
693-04-9,CCC[CH2-].[Mg+2].[Cl-]
693-57-2,O=C(O)CCCCCCCCCCCN
693-95-8,N1=CSC=C1C
694-28-0,O=C1CCCC1Cl
694-80-4,ClC=1C=CC=CC1Br
695-34-1,N=1C=CC(=CC1N)C
696-41-3,C1=CC(=CC(=C1)I)C=O
696-44-6,C=1C=C(C=C(C1)C)NC
696-62-8,IC1=CC=C(OC)C=C1
696-63-9,SC1=CC=C(OC)C=C1
698-63-5,O=CC=1OC(=CC1)N(=O)=O
700-16-3,FC=1N=C(F)C(F)=C(F)C1F
700-38-9,O=N(=O)C1=CC=C(C=C1O)C
702-23-8,OCCC1=CC=C(OC)C=C1
703-80-0,O=C(C1=CNC=2C=CC=CC21)C
704-13-2,O=CC1=CC=C(C(O)=C1)N(=O)=O
704-14-3,O=N(=O)C1=CC=C(OC)C=C1O
706-07-0,O=N(=O)C=CC1=CC=C(Cl)C=C1
708-06-5,O=CC1=C(O)C=CC=2C=CC=CC21
709-63-7,O=C(C1=CC=C(C=C1)C(F)(F)F)C
711-79-5,O=C(C=1C=CC=2C=CC=CC2C1O)C
713-52-0,COC(=O)C1=CC(=C(C=C1)[N+](=O)[O-])O
718-64-9,FC(F)(F)C(O)(C=1C=CC=CC1)C(F)(F)F
729-81-7,C1=C(C=C(C=C1C(F)(F)F)C(F)(F)F)C(F)(F)F
732-26-3,OC=1C(=CC(=CC1C(C)(C)C)C(C)(C)C)C(C)(C)C
753-73-1,C[Sn](C)(Cl)Cl
754-05-2,C=C[Si](C)(C)C
754-10-9,O=C(N)C(C)(C)C
758-12-3,O=C(O)C
760-67-8,O=C(Cl)C(CC)CCCC
762-04-9,O=P(OCC)OCC
762-42-5,O=C(C#CC(=O)OC)OC
762-72-1,C=CC[Si](C)(C)C
765-30-0,NC1CC1
766-80-3,ClC1=CC=CC(=C1)CBr
767-00-0,N#CC1=CC=C(O)C=C1
768-35-4,FC1=CC=CC(=C1)B(O)O
769-42-6,O=C1N(C(=O)CC(=O)N1C)C
769-92-6,NC1=CC=C(C=C1)C(C)(C)C
770-71-8,OCC12CC3CC(CC(C3)C1)C2
771-60-8,FC=1C(F)=C(F)C(N)=C(F)C1F
771-62-0,FC=1C(F)=C(F)C(S)=C(F)C1F
771-97-1,NC1=CC=2C=CC=CC2C=C1N
771-98-2,C=1C=CC(=CC1)C2=CCCCC2
773-64-8,O=S(=O)(Cl)C=1C(=CC(=CC1C)C)C
776-74-9,BrC(C=1C=CC=CC1)C=2C=CC=CC2
787-69-9,CC(=O)C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)C
791-28-6,O=P(C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3
811-98-3,OC
814-68-6,O=C(Cl)C=C
821-06-7,BrCC=CCBr
821-09-0,OCCCC=C
821-41-0,OCCCCC=C
823-78-9,BrC1=CC=CC(=C1)CBr
823-85-8,Cl.FC1=CC=C(C=C1)NN
824-72-6,O=P(Cl)(Cl)C=1C=CC=CC1
824-79-3,CC1=CC=C(C=C1)S(=O)[O-].[Na+]
827-15-6,FC=1C(F)=C(F)C(I)=C(F)C1F
828-51-3,O=C(O)C12CC3CC(CC(C3)C1)C2
829-85-6,C=1C=CC(=CC1)PC=2C=CC=CC2
830-96-6,O=C(O)CCC1=CNC=2C=CC=CC21
855-38-9,O(C1=CC=C(C=C1)P(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3)C
859-65-4,O=C(C=P(C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3)C=4C=CC=CC4
865-33-8,C[O-].[K+]
865-47-4,CC(C)(C)[O-].[K+]
865-48-5,CC(C)(C)O.[Na]
865-49-6,ClC(Cl)Cl
867-13-0,O=C(OCC)CP(=O)(OCC)OCC
870-24-6,Cl.ClCCN
870-46-2,O=C(OC(C)(C)C)NN
870-50-8,O=C(N=NC(=O)OC(C)(C)C)OC(C)(C)C
870-63-3,BrCC=C(C)C
871-78-3,O=C(NCCNC(=O)C)C
872-50-4,O=C1N(C)CCC1
872-53-7,O=CC1CCCC1
873-49-4,C=1C=CC(=CC1)C2CC2
873-55-2,C1=CC=C(C=C1)S(=O)O.[Na]
873-62-1,N#CC=1C=CC=C(O)C1
873-66-5,C=1C=CC(=CC1)C=CC
873-74-5,N#CC1=CC=C(N)C=C1
874-90-8,N#CC1=CC=C(OC)C=C1
875-74-1,O=C(O)C(N)C=1C=CC=CC1
877-24-7,C1=CC=C(C(=C1)C(=O)O)C(=O)[O-].[K+]
877-88-3,BrCC=1C=C(OC)C=C(OC)C1
882-33-7,S(SC=1C=CC=CC1)C=2C=CC=CC2
883-99-8,O=C(OC)C1=CC=2C=CC=CC2C=C1O
917-23-7,N1=C2C=CC1=C(C=3C=CC=CC3)C4=CC=C(N4)C(=C5N=C(C=C5)C(C=6C=CC=CC6)=C7C=CC(N7)=C2C=8C=CC=CC8)C=9C=CC=CC9
919-30-2,O(CC)[Si](OCC)(OCC)CCCN
920-46-7,O=C(Cl)C(=C)C
920-66-1,FC(F)(F)C(O)C(F)(F)F
922-67-8,O=C(C#C)OC
926-02-3,O(C=C)C(C)(C)C
927-58-2,O=C(Cl)CCCBr
927-74-2,C#CCCO
928-90-5,C#CCCCCO
929-37-3,OCCOCCOC=C
929-59-9,O(CCOCCN)CCN
930-30-3,O=C1C=CCC1
930-36-9,N1=CC=CN1C
930-68-7,O=C1C=CCCC1
933-67-5,C1=CC=2C=CNC2C(=C1)C
934-00-9,OC1=CC=CC(OC)=C1O
935-04-6,C=COCC1=CC=CC=C1
936-59-4,O=C(C=1C=CC=CC1)CCCl
937-14-4,O=C(OO)C=1C=CC=C(Cl)C1
937-30-4,O=C(C1=CC=C(C=C1)CC)C
939-23-1,N=1C=CC(=CC1)C=2C=CC=CC2
939-26-4,BrCC=1C=CC=2C=CC=CC2C1
939-97-9,O=CC1=CC=C(C=C1)C(C)(C)C
941-69-5,O=C1C=CC(=O)N1C=2C=CC=CC2
942-26-7,Cl.ClC=1C=CC=2NC=C(C2C1)CCN
943-27-1,O=C(C1=CC=C(C=C1)C(C)(C)C)C
947-91-1,O=CC(C=1C=CC=CC1)C=2C=CC=CC2
948-65-2,C=1C=CC(=CC1)C2=CC=3C=CC=CC3N2
951-87-1,C1=CC=C(C=C1)C(C(C2=CC=CC=C2)N)N
993-22-6,[N-]=[N+]=[N-].CCCC[N+](CCCC)(CCCC)CCCC
994-30-9,Cl[Si](CC)(CC)CC
998-40-3,P(CCCC)(CCCC)CCCC
999-97-3,N([Si](C)(C)C)[Si](C)(C)C
1003-09-4,BrC=1SC=CC1
1003-29-8,O=CC1=CC=CN1
1003-56-1,O=C1NC=CC=C1C
1005-31-8,CN(C)C1=CC=[N+](C=C1)[O-]
1005-56-7,S=C(Cl)OC=1C=CC=CC1
1006-94-6,O(C=1C=CC=2NC=CC2C1)C
1009-14-9,O=C(C=1C=CC=CC1)CCCC
1009-61-6,O=C(C1=CC=C(C=C1)C(=O)C)C
1011-65-0,COC(=O)C1=CC2=C(C=C1)NC=C2
1013-88-3,N=C(C=1C=CC=CC1)C=2C=CC=CC2
1060-92-0,C1=C(C=C(C=C1C(F)(F)F)NC(=S)NC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C(F)(F)F
1066-33-7,O=C(O)O.N
1066-35-9,Cl[SiH](C)C
1066-54-2,C#C[Si](C)(C)C
1067-25-0,O(C)[Si](OC)(OC)CCC
1067-74-9,O=C(OC)CP(=O)(OCC)OCC
1068-55-9,C[CH-]C.[Mg+2].[Cl-]
1068-90-2,O=C(NC(C(=O)OCC)C(=O)OCC)C
1070-89-9,C[Si](C)(C)[N-][Si](C)(C)C.[Na+]
1071-46-1,O=C(O)CC(=O)OCC
1072-85-1,FC=1C=CC=CC1Br
1072-97-5,BrC1=CN=C(N)C=C1
1072-98-6,ClC1=CN=C(N)C=C1
1073-70-7,Cl.ClC1=CC=C(C=C1)NN
1074-82-4,C1=CC=C2C(=C1)C(=O)[N-]C2=O.[K+]
1074-88-0,O=CC1=CC=CC=2C=CNC12
1076-43-3,C=1C=CC=CC1
1078-19-9,O=C1C2=CC=C(OC)C=C2CCC1
1099-45-2,O=C(OCC)C=P(C=1C=CC=CC1)(C=2C=CC=CC2)C=3C=CC=CC3
1100-88-5,[Cl-].C=1C=CC(=CC1)C[P+](C=2C=CC=CC2)(C=3C=CC=CC3)C=4C=CC=CC4
1109-15-5,FC=1C(F)=C(F)C(B(C=2C(F)=C(F)C(F)=C(F)C2F)C=3C(F)=C(F)C(F)=C(F)C3F)=C(F)C1F
1112-39-6,O(C)[Si](OC)(C)C
1112-67-0,[Cl-].CCCC[N+](CCCC)(CCCC)CCCC
1113-12-8,C=CC[Si](C)(C)CC=C
1114-34-7,O=CC(O)C(O)C(O)CO
1118-61-2,N#CC=C(N)C
1119-51-3,BrCCCC=C
1119-60-4,O=C(O)CCCCC=C
1120-73-6,O=C1C(=CCC1)C
1120-90-7,IC=1C=NC=CC1
1121-18-2,CC1=CCCCC1=O
1122-28-7,N#CC=1N=CNC1C#N
1122-44-7,O=C1N=CC(I)=C(N)N1
1122-58-3,N=1C=CC(=CC1)N(C)C
1122-91-4,O=CC1=CC=C(Br)C=C1
1123-99-5,C1=CC=C2C(=C1)N=C(S2)I
1126-00-7,N1=CC=CN1C=2C=CC=CC2
1127-59-9,O=C1NC=2C(=CC=CC2C)C1=O
1129-65-3,C(#CCCCC)C=1C=CC=CC1
1132-05-4,CC(=O)C1=CC(=C(C=C1)O)CC=C
1136-86-3,O=C(C1=CC(OC)=C(OC)C(OC)=C1)C
1141-88-4,S(SC=1C=CC=CC1N)C=2C=CC=CC2N
1142-19-4,ClC1=CC=C(SSC2=CC=C(Cl)C=C2)C=C1
1142-20-7,O=C(OCC=1C=CC=CC1)NC(C(=O)O)C
